	year_week	rideable_type	rides	year	month	week	season	rides_2weeks_ago	rides_lastweek
234	2022-09-05	1	74919	2022	9	36	2	84414.0	77592.0
235	2022-09-05	2	91752	2022	9	36	2	97676.0	94637.0
236	2022-09-12	1	85876	2022	9	37	2	77592.0	74919.0
237	2022-09-12	2	90433	2022	9	37	2	94637.0	91752.0
238	2022-09-19	2	79355	2022	9	38	2	91752.0	90433.0
239	2022-09-19	1	74381	2022	9	38	2	74919.0	85876.0
240	2022-09-26	2	82576	2022	10	39	3	90433.0	79355.0
241	2022-09-26	1	63841	2022	10	39	3	85876.0	74381.0
242	2022-10-03	1	59396	2022	10	40	3	74381.0	63841.0
243	2022-10-03	2	80994	2022	10	40	3	79355.0	82576.0
244	2022-10-10	1	46768	2022	10	41	3	63841.0	59396.0
245	2022-10-10	2	69750	2022	10	41	3	82576.0	80994.0
246	2022-10-17	2	77584	2022	10	42	3	80994.0	69750.0
247	2022-10-17	1	50337	2022	10	42	3	59396.0	46768.0
248	2022-10-24	1	44807	2022	10	43	3	46768.0	50337.0
249	2022-10-24	2	70459	2022	10	43	3	69750.0	77584.0
250	2022-10-31	1	50819	2022	11	44	3	50337.0	44807.0
251	2022-10-31	2	69628	2022	11	44	3	77584.0	70459.0
252	2022-11-07	2	49896	2022	11	45	3	70459.0	69628.0
253	2022-11-07	1	47815	2022	11	45	3	44807.0	50819.0
254	2022-11-14	2	27130	2022	11	46	3	69628.0	49896.0
255	2022-11-14	1	21541	2022	11	46	3	50819.0	47815.0
256	2022-11-21	2	31888	2022	11	47	3	49896.0	27130.0
257	2022-11-21	1	23991	2022	11	47	3	47815.0	21541.0
258	2022-11-28	2	36972	2022	12	48	3	27130.0	31888.0
259	2022-11-28	1	25180	2022	12	48	3	21541.0	23991.0
260	2022-12-05	2	35165	2022	12	49	3	31888.0	36972.0
261	2022-12-05	1	25003	2022	12	49	3	23991.0	25180.0
262	2022-12-12	1	16991	2022	12	50	3	25180.0	25003.0
263	2022-12-12	2	24508	2022	12	50	3	36972.0	35165.0
264	2022-12-19	1	8848	2022	12	51	3	25003.0	16991.0
265	2022-12-19	2	13224	2022	12	51	3	35165.0	24508.0
266	2022-12-26	2	16649	2023	12	52	3	24508.0	13224.0
267	2022-12-26	1	13958	2023	12	52	3	16991.0	8848.0
268	2023-01-02	2	21489	2023	1	01	0	13224.0	16649.0
269	2023-01-02	1	20287	2023	1	01	0	8848.0	13958.0
270	2023-01-09	2	29575	2023	1	02	0	16649.0	21489.0
271	2023-01-09	1	26490	2023	1	02	0	13958.0	20287.0
272	2023-01-16	2	24023	2023	1	03	0	21489.0	29575.0
273	2023-01-16	1	22187	2023	1	03	0	20287.0	26490.0
274	2023-01-23	1	16570	2023	1	04	0	26490.0	22187.0
275	2023-01-23	2	16812	2023	1	04	0	29575.0	24023.0
276	2023-01-30	1	15988	2023	2	05	0	22187.0	16570.0
277	2023-01-30	2	17095	2023	2	05	0	24023.0	16812.0
278	2023-02-06	2	25110	2023	2	06	0	16812.0	17095.0
279	2023-02-06	1	26630	2023	2	06	0	16570.0	15988.0
280	2023-02-13	2	25274	2023	2	07	0	17095.0	25110.0
281	2023-02-13	1	24826	2023	2	07	0	15988.0	26630.0
282	2023-02-20	1	21001	2023	2	08	0	26630.0	24826.0
283	2023-02-20	2	25432	2023	2	08	0	25110.0	25274.0
284	2023-02-27	1	27191	2023	3	09	0	24826.0	21001.0
285	2023-02-27	2	33106	2023	3	09	0	25274.0	25432.0
286	2023-03-06	1	22916	2023	3	10	0	21001.0	27191.0
287	2023-03-06	2	30528	2023	3	10	0	25432.0	33106.0
288	2023-03-13	1	21489	2023	3	11	0	27191.0	22916.0
289	2023-03-13	2	28961	2023	3	11	0	33106.0	30528.0
290	2023-03-20	1	24806	2023	3	12	0	22916.0	21489.0
291	2023-03-20	2	35068	2023	3	12	0	30528.0	28961.0
292	2023-03-27	1	29298	2023	4	13	1	21489.0	24806.0
293	2023-03-27	2	40665	2023	4	13	1	28961.0	35068.0
294	2023-04-03	2	47695	2023	4	14	1	35068.0	40665.0
295	2023-04-03	1	34963	2023	4	14	1	24806.0	29298.0
296	2023-04-10	1	63495	2023	4	15	1	29298.0	34963.0
297	2023-04-10	2	80643	2023	4	15	1	40665.0	47695.0
298	2023-04-17	1	36002	2023	4	16	1	34963.0	63495.0
299	2023-04-17	2	54981	2023	4	16	1	47695.0	80643.0
300	2023-04-24	1	36167	2023	4	17	1	63495.0	36002.0
301	2023-04-24	2	54116	2023	4	17	1	80643.0	54981.0
302	2023-05-01	1	54890	2023	5	18	1	36002.0	36167.0
303	2023-05-01	2	67932	2023	5	18	1	54981.0	54116.0
304	2023-05-08	2	62544	2023	5	19	1	54116.0	67932.0
305	2023-05-08	1	51786	2023	5	19	1	36167.0	54890.0
306	2023-05-15	1	69890	2023	5	20	1	54890.0	51786.0
307	2023-05-15	2	74147	2023	5	20	1	67932.0	62544.0
308	2023-05-22	1	72902	2023	5	21	1	51786.0	69890.0
309	2023-05-22	2	80609	2023	5	21	1	62544.0	74147.0
310	2023-05-29	1	87627	2023	6	22	1	69890.0	72902.0
311	2023-05-29	2	94111	2023	6	22	1	74147.0	80609.0
312	2023-06-05	1	75603	2023	6	23	1	72902.0	87627.0
313	2023-06-05	2	90494	2023	6	23	1	80609.0	94111.0
314	2023-06-12	2	84968	2023	6	24	1	94111.0	90494.0
315	2023-06-12	1	66297	2023	6	24	1	87627.0	75603.0
316	2023-06-19	2	100388	2023	6	25	1	90494.0	84968.0
317	2023-06-19	1	86892	2023	6	25	1	75603.0	66297.0
318	2023-06-26	2	72913	2023	7	26	2	84968.0	100388.0
319	2023-06-26	1	59416	2023	7	26	2	66297.0	86892.0
320	2023-07-03	1	87597	2023	7	27	2	86892.0	59416.0
321	2023-07-03	2	89181	2023	7	27	2	100388.0	72913.0
322	2023-07-10	1	81019	2023	7	28	2	59416.0	87597.0
323	2023-07-10	2	87166	2023	7	28	2	72913.0	89181.0
324	2023-07-17	1	94094	2023	7	29	2	87597.0	81019.0
325	2023-07-17	2	95446	2023	7	29	2	89181.0	87166.0
326	2023-07-24	1	91475	2023	7	30	2	81019.0	94094.0
327	2023-07-24	2	88601	2023	7	30	2	87166.0	95446.0
328	2023-07-31	1	93542	2023	8	31	2	94094.0	91475.0
329	2023-07-31	2	85047	2023	8	31	2	95446.0	88601.0
330	2023-08-07	1	100032	2023	8	32	2	91475.0	93542.0
331	2023-08-07	2	83770	2023	8	32	2	88601.0	85047.0
332	2023-08-14	1	91697	2023	8	33	2	93542.0	100032.0
333	2023-08-14	2	76407	2023	8	33	2	85047.0	83770.0
334	2023-08-21	1	89289	2023	8	34	2	100032.0	91697.0
335	2023-08-21	2	79571	2023	8	34	2	83770.0	76407.0
336	2023-08-28	2	79733	2023	9	35	2	76407.0	79571.0
337	2023-08-28	1	93359	2023	9	35	2	91697.0	89289.0
338	2023-09-04	1	85105	2023	9	36	2	89289.0	93359.0
339	2023-09-04	2	74380	2023	9	36	2	79571.0	79733.0
340	2023-09-11	1	75119	2023	9	37	2	93359.0	85105.0
341	2023-09-11	2	70081	2023	9	37	2	79733.0	74380.0
342	2023-09-18	1	79209	2023	9	38	2	85105.0	75119.0
343	2023-09-18	2	75672	2023	9	38	2	74380.0	70081.0
344	2023-09-25	2	75895	2023	10	39	3	70081.0	75672.0
345	2023-09-25	1	78647	2023	10	39	3	75119.0	79209.0
346	2023-10-02	1	78421	2023	10	40	3	79209.0	78647.0
347	2023-10-02	2	76724	2023	10	40	3	75672.0	75895.0
348	2023-10-09	2	55068	2023	10	41	3	75895.0	76724.0
349	2023-10-09	1	50607	2023	10	41	3	78647.0	78421.0
350	2023-10-16	2	60406	2023	10	42	3	76724.0	55068.0
351	2023-10-16	1	60424	2023	10	42	3	78421.0	50607.0
352	2023-10-23	2	54821	2023	10	43	3	55068.0	60406.0
353	2023-10-23	1	55223	2023	10	43	3	50607.0	60424.0
354	2023-10-30	2	45429	2023	11	44	3	60406.0	54821.0
355	2023-10-30	1	46479	2023	11	44	3	60424.0	55223.0
356	2023-11-06	2	52662	2023	11	45	3	54821.0	45429.0
357	2023-11-06	1	51071	2023	11	45	3	55223.0	46479.0
358	2023-11-13	2	53851	2023	11	46	3	45429.0	52662.0
359	2023-11-13	1	51283	2023	11	46	3	46479.0	51071.0
360	2023-11-20	2	24167	2023	11	47	3	52662.0	53851.0
361	2023-11-20	1	20294	2023	11	47	3	51071.0	51283.0
362	2023-11-27	2	31775	2023	12	48	3	53851.0	24167.0
363	2023-11-27	1	27343	2023	12	48	3	51283.0	20294.0
364	2023-12-04	2	36487	2023	12	49	3	24167.0	31775.0
365	2023-12-04	1	33494	2023	12	49	3	20294.0	27343.0
366	2023-12-11	2	32098	2023	12	50	3	31775.0	36487.0
367	2023-12-11	1	27670	2023	12	50	3	27343.0	33494.0
368	2023-12-18	2	24279	2023	12	51	3	36487.0	32098.0
369	2023-12-18	1	20010	2023	12	51	3	33494.0	27670.0
370	2023-12-25	1	13649	2023	12	52	3	27670.0	20010.0
371	2023-12-25	2	15585	2023	12	52	3	32098.0	24279.0
372	2024-01-01	2	21534	2024	1	01	0	24279.0	15585.0
373	2024-01-01	1	19610	2024	1	01	0	20010.0	13649.0
374	2024-01-08	2	16435	2024	1	02	0	15585.0	21534.0
375	2024-01-08	1	15687	2024	1	02	0	13649.0	19610.0
376	2024-01-15	1	10254	2024	1	03	0	19610.0	15687.0
377	2024-01-15	2	6069	2024	1	03	0	21534.0	16435.0
378	2024-01-22	2	15309	2024	1	04	0	16435.0	6069.0
379	2024-01-22	1	17471	2024	1	04	0	15687.0	10254.0
380	2024-01-29	1	32146	2024	2	05	0	10254.0	17471.0
381	2024-01-29	2	16056	2024	2	05	0	6069.0	15309.0
382	2024-02-05	1	35636	2024	2	06	0	17471.0	32146.0
383	2024-02-05	2	16886	2024	2	06	0	15309.0	16056.0
384	2024-02-12	1	28293	2024	2	07	0	32146.0	35636.0
385	2024-02-12	2	17327	2024	2	07	0	16056.0	16886.0
386	2024-02-19	2	24838	2024	2	08	0	16886.0	17327.0
387	2024-02-19	1	34272	2024	2	08	0	35636.0	28293.0
388	2024-02-26	1	43414	2024	3	09	0	28293.0	34272.0
389	2024-02-26	2	31968	2024	3	09	0	17327.0	24838.0
390	2024-03-04	2	29319	2024	3	10	0	24838.0	31968.0
391	2024-03-04	1	31185	2024	3	10	0	34272.0	43414.0
392	2024-03-11	1	39742	2024	3	11	0	43414.0	31185.0
393	2024-03-11	2	40795	2024	3	11	0	31968.0	29319.0
394	2024-03-18	2	31513	2024	3	12	0	29319.0	40795.0
395	2024-03-18	1	26092	2024	3	12	0	31185.0	39742.0
396	2024-03-25	1	31621	2024	3	13	0	39742.0	26092.0
397	2024-03-25	2	36252	2024	3	13	0	40795.0	31513.0
398	2024-04-01	1	23662	2024	4	14	1	26092.0	31621.0
399	2024-04-01	2	31584	2024	4	14	1	31513.0	36252.0
400	2024-04-08	2	62838	2024	4	15	1	36252.0	31584.0
401	2024-04-08	1	56621	2024	4	15	1	31621.0	23662.0
402	2024-04-15	1	44508	2024	4	16	1	23662.0	56621.0
403	2024-04-15	2	55713	2024	4	16	1	31584.0	62838.0
404	2024-04-22	2	58172	2024	4	17	1	62838.0	55713.0
405	2024-04-22	1	47244	2024	4	17	1	56621.0	44508.0
406	2024-04-29	2	67597	2024	5	18	1	55713.0	58172.0
407	2024-04-29	1	61162	2024	5	18	1	44508.0	47244.0
408	2024-05-06	2	61330	2024	5	19	1	58172.0	67597.0
409	2024-05-06	1	63318	2024	5	19	1	47244.0	61162.0
410	2024-05-13	2	70566	2024	5	20	1	67597.0	61330.0
411	2024-05-13	1	75512	2024	5	20	1	61162.0	63318.0
412	2024-05-20	2	70100	2024	5	21	1	61330.0	70566.0
413	2024-05-20	1	75222	2024	5	21	1	63318.0	75512.0
414	2024-05-27	1	63874	2024	6	22	1	75512.0	75222.0
415	2024-05-27	2	68683	2024	6	22	1	70566.0	70100.0
416	2024-06-03	1	77949	2024	6	23	1	75222.0	63874.0
417	2024-06-03	2	88523	2024	6	23	1	70100.0	68683.0
418	2024-06-10	1	82275	2024	6	24	1	63874.0	77949.0
419	2024-06-10	2	88863	2024	6	24	1	68683.0	88523.0
420	2024-06-17	1	84576	2024	6	25	1	77949.0	82275.0
421	2024-06-17	2	93782	2024	6	25	1	88523.0	88863.0
422	2024-06-24	1	77144	2024	6	26	1	82275.0	84576.0
423	2024-06-24	2	84658	2024	6	26	1	88863.0	93782.0
424	2024-07-01	1	80906	2024	7	27	2	84576.0	77144.0
425	2024-07-01	2	85787	2024	7	27	2	93782.0	84658.0
426	2024-07-08	2	79886	2024	7	28	2	84658.0	85787.0
427	2024-07-08	1	77135	2024	7	28	2	77144.0	80906.0
428	2024-07-15	2	90249	2024	7	29	2	85787.0	79886.0
429	2024-07-15	1	90373	2024	7	29	2	80906.0	77135.0
430	2024-07-22	2	87041	2024	7	30	2	79886.0	90249.0
431	2024-07-22	1	87196	2024	7	30	2	77135.0	90373.0
432	2024-07-29	2	92457	2024	8	31	2	90249.0	87041.0
433	2024-07-29	1	86805	2024	8	31	2	90373.0	87196.0
434	2024-08-05	1	87934	2024	8	32	2	87196.0	86805.0
435	2024-08-05	2	90016	2024	8	32	2	87041.0	92457.0
436	2024-08-12	1	71325	2024	8	33	2	86805.0	87934.0
437	2024-08-12	2	81726	2024	8	33	2	92457.0	90016.0
438	2024-08-19	1	77249	2024	8	34	2	87934.0	71325.0
439	2024-08-19	2	95201	2024	8	34	2	90016.0	81726.0
440	2024-08-26	1	78766	2024	9	35	2	71325.0	77249.0
441	2024-08-26	2	91564	2024	9	35	2	81726.0	95201.0
442	2024-09-02	2	82994	2024	9	36	2	95201.0	91564.0
443	2024-09-02	1	74541	2024	9	36	2	77249.0	78766.0
444	2024-09-09	1	81160	2024	9	37	2	78766.0	74541.0
445	2024-09-09	2	90995	2024	9	37	2	91564.0	82994.0
446	2024-09-16	2	85223	2024	9	38	2	82994.0	90995.0
447	2024-09-16	1	73782	2024	9	38	2	74541.0	81160.0
448	2024-09-23	2	78888	2024	9	39	2	90995.0	85223.0
449	2024-09-23	1	61112	2024	9	39	2	81160.0	73782.0
450	2024-09-30	2	87688	2024	10	40	3	85223.0	78888.0
451	2024-09-30	1	69673	2024	10	40	3	73782.0	61112.0
452	2024-10-07	1	76629	2024	10	41	3	61112.0	69673.0
453	2024-10-07	2	84649	2024	10	41	3	78888.0	87688.0
454	2024-10-14	1	53848	2024	10	42	3	69673.0	76629.0
455	2024-10-14	2	66920	2024	10	42	3	87688.0	84649.0
456	2024-10-21	1	58347	2024	10	43	3	76629.0	53848.0
457	2024-10-21	2	67988	2024	10	43	3	84649.0	66920.0
458	2024-10-28	1	49423	2024	11	44	3	53848.0	58347.0
459	2024-10-28	2	63899	2024	11	44	3	66920.0	67988.0
460	2024-11-04	1	40904	2024	11	45	3	58347.0	49423.0
461	2024-11-04	2	55752	2024	11	45	3	67988.0	63899.0
462	2024-11-11	1	43502	2024	11	46	3	49423.0	40904.0
463	2024-11-11	2	49980	2024	11	46	3	63899.0	55752.0
464	2024-11-18	1	31518	2024	11	47	3	40904.0	43502.0
465	2024-11-18	2	38276	2024	11	47	3	55752.0	49980.0
466	2024-11-25	1	14490	2024	11	48	3	43502.0	31518.0
467	2024-11-25	2	18862	2024	11	48	3	49980.0	38276.0
